Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Factors - Dimension,Factors - Subdimension,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Reliability,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak,Spread of the outbreak,Health workforce,Socio-economic status
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571936,79125-571936,USAID has been a key donor to ensure that vulnerable Malawians maintain access to a diversified diet.,USAID has been a key donor to ensure that vulnerable Malawians maintain access to a diversified diet.,Factors,Engaging civil society and local organisations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571931,79125-571931,"A poor agricultural governance and enabling environment and de facto export bans have undermined market development for years. Ministry of Agriculture officials blamed “lazy” farmers for selling heavily subsidized fertilizer transfers instead of using them, while pointing fingers at health colleagues for failing to mount a successful family planning program to reduce population pressure.","A poor agricultural governance and enabling environment and de facto export bans have undermined market development for years. Ministry of Agriculture officials blamed “lazy” farmers for selling heavily subsidized fertilizer transfers instead of using them, while pointing fingers at health colleagues for failing to mount a successful family planning program to reduce population pressure.",Factors,Political context and social movements,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571930,79125-571930,"Over the past five years, an annual average of 1.5 million Malawians has been in need of humanitarian support. In January 2015, the country was hit by some of the most devastating flooding in its history.","Over the past five years, an annual average of 1.5 million Malawians has been in need of humanitarian support. In January 2015, the country was hit by some of the most devastating flooding in its history.",,,,,,,,,,,,,,16-08-2016,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571928,79125-571928,USAID has been a key donor to ensure that vulnerable Malawians maintain access to a diversified diet.,USAID has been a key donor to ensure that vulnerable Malawians maintain access to a diversified diet.,Factors,Social vulnerabilities,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571926,79125-571926,"The Malawi Vulnerability Assessment Committee has specified a monthly household ration distribution of 50 kilograms (kg) of cereal, 10 kg of pulses, and 1.84 kg of vegetable oil.","The Malawi Vulnerability Assessment Committee has specified a monthly household ration distribution of 50 kilograms (kg) of cereal, 10 kg of pulses, and 1.84 kg of vegetable oil.",Factors,Engaging civil society and local organisations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571926,79125-571926,"The Malawi Vulnerability Assessment Committee has specified a monthly household ration distribution of 50 kilograms (kg) of cereal, 10 kg of pulses, and 1.84 kg of vegetable oil.","The Malawi Vulnerability Assessment Committee has specified a monthly household ration distribution of 50 kilograms (kg) of cereal, 10 kg of pulses, and 1.84 kg of vegetable oil.",Factors,Social organisation and administrative structure,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571925,79125-571925,"The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.","The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.",Factors,Geographic and infrastructure,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Hinder,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571925,79125-571925,"The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.","The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.",Factors,Livelihoods and economic relations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Hinder,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571925,79125-571925,"The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.","The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.",Factors,Political context and social movements,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Hinder,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571925,79125-571925,"The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.","The Mozambican ports of Nacala and Beira are the most logical points of entry for Malawi-bound food aid, but port capacity is limited and transit corridors can be insecure. A resurgence of violence in central and northern Mozambique associated with the Renamo opposition group has significantly hampered the movement of goods into Malawi, while also driving community displacement over the border.",Factors,Movement and migration pattern,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Hinder,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Chiradzulu,Chiradzulu,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Chiradzulu,Chiradzulu,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Machinga,Machinga,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Machinga,Machinga,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Mangochi,Mangochi,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Mangochi,Mangochi,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Mulanje,Mulanje,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Mulanje,Mulanje,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Mwanza,Mwanza,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Mwanza,Mwanza,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Neno,Neno,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Neno,Neno,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Balaka,Balaka,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Balaka,Balaka,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Blantyre,Blantyre,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Blantyre,Blantyre,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Geographic and infrastructure,,,,,,Malawi,Malawi,Chikwawa,Chikwawa,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571923,79125-571923,"Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.","Nearly 70 percent of Malawi’s drought-affected population lives in southern areas with poor infrastructure and will be difficult to reach between November and March, the period of most acute need.",Factors,Social vulnerabilities,,,,,,Malawi,Malawi,Chikwawa,Chikwawa,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571921,79125-571921,"A market assessment that informed the government of Malawi’s recently launched 2016/2017 Food Insecurity Response Plan concluded that 74 percent of emergency program beneficiaries, 4.8 million people, should receive in-kind food aid, given the deficit of maize and other staples in local markets.","A market assessment that informed the government of Malawi’s recently launched2016/2017 Food Insecurity Response Planconcluded that 74 percent of emergency program beneficiaries, 4.8 million people, should receive in-kind food aid, given the deficit of maize and other staples in local markets.",Factors,Livelihoods and economic relations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571919,79125-571919,Nearly 2.5 million farmers are expected to have either very little harvest or none at all.,Nearly 2.5 million farmers are expected to have either very little harvest or none at all.,Factors,Livelihoods and economic relations,Rural,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571919,79125-571919,Nearly 2.5 million farmers are expected to have either very little harvest or none at all.,Nearly 2.5 million farmers are expected to have either very little harvest or none at all.,Factors,Social vulnerabilities,Rural,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571916,79125-571916,"Eighty-five percent of Malawians live in rural areas, and nearly all rural households are involved in rain-fed subsistence agriculture.","Eighty-five percent of Malawians live in rural areas, and nearly all rural households are involved in rain-fed subsistence agriculture.",Factors,Livelihoods and economic relations,Rural,,,,,,,,,,,,Very high,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571915,79125-571915,"Botswana, Lesotho, Malawi, Namibia, Swaziland, and Zimbabwe have declared states of emergency, while Mozambique has announced a similar “code red” classification.","Botswana, Lesotho, Malawi, Namibia, Swaziland, and Zimbabwe have declared states of emergency, while Mozambique has announced a similar “code red” classification.",Factors,Livelihoods and economic relations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571914,79125-571914,"Inadequate governance has amplified the negative impacts of both, compounding natural disasters with political and economic malfeasance.","Inadequate governance has amplified the negative impacts of both, compounding natural disasters with political and economic malfeasance.",Factors,Political context and social movements,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Hinder,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571913,79125-571913,"It also brings the second consecutive harvest failure to this small, landlocked country, which has yet to recover from last year’s severe flooding.","It also brings the second consecutive harvest failure to this small, landlocked country, which has yet to recover from last year’s severe flooding.",,,Rural,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571912,79125-571912,"While the peak of the crisis is expected to hit between October and March,23 million people are in urgent need of food aid right now.","While the peak of the crisis is expected to hit between October and March,23 million people are in urgent need of food aid right now.",,,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571911,79125-571911,"As of July 27, the World Food Programme (WFP) faced a budgetary shortfall of nearly 80 percent of the resources needed to reach 11.9 million people by the peak of the lean season in January 2017.","As of July 27, the World Food Programme (WFP) faced a budgetary shortfall of nearly 80 percent of the resources needed to reach 11.9 million people by the peak of the lean season in January 2017.",Factors,Social organisation and administrative structure,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571911,79125-571911,"As of July 27, the World Food Programme (WFP) faced a budgetary shortfall of nearly 80 percent of the resources needed to reach 11.9 million people by the peak of the lean season in January 2017.","As of July 27, the World Food Programme (WFP) faced a budgetary shortfall of nearly 80 percent of the resources needed to reach 11.9 million people by the peak of the lean season in January 2017.",Factors,Livelihoods and economic relations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,
